id,name,name_en,name_translated,name_local,name_suffix,rating,rating_local,level,parents,latitude,longitude,timezone,state,country,class_slug,class_name,marker,categories,tags,wikipedia_link,official_link,address,address_is_approximated,opening_hours_raw,opening_hours_note,admission,phone,email,description_text,description_provider,description_link,description_translation_provider,area,media_square,media_square_attribution,media_landscape,media_landscape_attribution,media_portrait,media_portrait_attribution
poi:822,"Museum Square","Museum Square","Museum Square",Museumplein,"Zuid, Amsterdam, Netherlands",0.57209291797053,0.59393215946778,poi,"poi:28051870|neighbourhood|Zuid,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3573399,4.8816233,Europe/Amsterdam,"North Holland",Netherlands,hiking:park:city,"City Park",hiking-park,sightseeing|relaxing,"360° Content|Park|City Park|Square|Free|Museum Complex",https://en.wikipedia.org/wiki/Museumplein,http://www.tentoonstellingmuseumplein.nl/,"Museumplein, Amsterdam 1071, Netherlands",1,,,,,,"As the name suggests, this square is something of a cultural hub of Amsterdam, with three of the city's most interesting museums situated here: The Van Gogh Museum, the Rijksmuseum and the Stedelijk Museum of Modern Art. In addition to that, you can also find a concert hall and the Diamond Museum here.  |  | The place, first designed by Pierre Cuypers in the late 19th century, got its look after a reconstruction in 1999. Its green open space, complete with a pond, which is used as an ice skating area in the winter, is popular among the locals as a place of public gatherings and screenings of football matches.",,,,37021,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383335393536383032.jpg,"{""title"":""Situé entre la Stadhouderskade et la Museumplein (la « Place des Musées »), il présente au public, à travers quelque deux cents salles d’expositions,…"",""title_url"":""https://commons.wikimedia.org/wiki/File:Pays-Bas,_Amsterdam,_Rijksmuseum,_construit_entre_1876_et_1885,_vu_du_Museumplein_(25808793803).jpg"",""author"":""Marie Thérèse Hébert &amp; Jean Robert Thibault"",""author_url"":""https://www.flickr.com/people/23128485@N06"",""other"":null,""license"":""CC BY-SA 2.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/2.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383335393536383032.jpg,"{""title"":""Situé entre la Stadhouderskade et la Museumplein (la « Place des Musées »), il présente au public, à travers quelque deux cents salles d’expositions,…"",""title_url"":""https://commons.wikimedia.org/wiki/File:Pays-Bas,_Amsterdam,_Rijksmuseum,_construit_entre_1876_et_1885,_vu_du_Museumplein_(25808793803).jpg"",""author"":""Marie Thérèse Hébert &amp; Jean Robert Thibault"",""author_url"":""https://www.flickr.com/people/23128485@N06"",""other"":null,""license"":""CC BY-SA 2.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/2.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383335393536383032.jpg,"{""title"":""Situé entre la Stadhouderskade et la Museumplein (la « Place des Musées »), il présente au public, à travers quelque deux cents salles d’expositions,…"",""title_url"":""https://commons.wikimedia.org/wiki/File:Pays-Bas,_Amsterdam,_Rijksmuseum,_construit_entre_1876_et_1885,_vu_du_Museumplein_(25808793803).jpg"",""author"":""Marie Thérèse Hébert &amp; Jean Robert Thibault"",""author_url"":""https://www.flickr.com/people/23128485@N06"",""other"":null,""license"":""CC BY-SA 2.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/2.0""}"
poi:853,"De Gooyer Windmill","De Gooyer Windmill","De Gooyer Windmill","De Gooyer","Centrum, Amsterdam, Netherlands",0.55497093088517,0.95401946347427,poi,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3667974,4.9261522,Europe/Amsterdam,"North Holland",Netherlands,sightseeing:mill:windmill,windmill,sightseeing,sightseeing,"Windmill|Historical|National Monument","https://en.wikipedia.org/wiki/De_Gooyer,_Amsterdam",,"Funenkade 5, Amsterdam, Netherlands",,,,,,,"De Gooyer is a windmill in Amsterdam located between Funenkade and Zeeburgerstraat. It is the tallest wooden mill in the Netherlands at 26.6 meters high. It is registered as a National Monument The names dates from the around 1609, when the mill was owned by Claes and Jan Willemsz, two brothers from Gooiland. It is also known as ""The Funenmolen"". |  | The Gooyer consists of a stone foundation topped by a wooden octagonal body. The mill is owned by the municipality of Amsterdam and is not open to visitors. Although the blades are functional, they no longer operate any grinding mechanism.Next to the mill, in the former municipal bathhouse dating back to 1911, is the Brouwerij 't IJ. The mill and the bathhouse building are unrelated, and the mill fulfils no function for the brewery despite the image of a mill being in the brewery logo.",wikipedia,"https://en.wikipedia.org/wiki/De_Gooyer,_Amsterdam",wikipedia,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343933313635.jpg,"{""title"":""Stellingmolen"",""title_url"":""http://commons.wikimedia.org/wiki/File:De_Gooyer,_Amsterdam.jpg"",""author"":""Derk58"",""author_url"":""http://commons.wikimedia.org/wiki/User:Derk58"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343933313538.jpg,"{""title"":""The De Gooyer Windmill was constructed in 1725 and moved to its current location in 1814."",""title_url"":""http://commons.wikimedia.org/wiki/File:De_Gooyer_Windmill.jpg"",""author"":""Swimmerguy269"",""author_url"":""http://commons.wikimedia.org/wiki/User:Swimmerguy269"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343933313639.jpg,"{""title"":""Looking east towards windmill De Gooyer at Funenkade in Amsterdam. De Gooyer is a so-called tower mill, a type of windmill built on top of a pedestal to raise it above the surrounding buildings. The beer brewery Brouwerij 't IJ is housed in the adjacent building, a former bathhouse.\n\n\n\nThis is an image of rijksmonument number 1107More images"",""title_url"":""http://commons.wikimedia.org/wiki/File:De_gooyer_amsterdam.jpg"",""author"":""Jvhertum"",""author_url"":""http://commons.wikimedia.org/wiki/User:Jvhertum"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}"
poi:811,"Weigh House","Weigh House","Weigh House","In de Waag","Nieuwmarktbuurt, Amsterdam, Netherlands",0.55184139393059,0.56738204034197,poi,"poi:27999929|neighbourhood|Centrum,poi:26645940|neighbourhood|Chinatown,poi:31694938|neighbourhood|Nieuwmarktbuurt,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3726899,4.9003569,Europe/Amsterdam,"North Holland",Netherlands,sightseeing:city_wall:gate,"City Gate",sightseeing,eating|discovering|sightseeing,"International Cuisine|City Gate|Cheese|Gluten-Free|Wheelchair Accessible|Restaurant|Museum|Café","https://en.wikipedia.org/wiki/Waag,_Amsterdam",http://www.indewaag.nl/,"Nieuwmarkt 4, | 1012 CR Amsterdam, Netherlands",,"Mo 11:00-22:30; Tu 11:00-22:30; We 11:00-22:30; Th 09:00-22:30; Fr 09:00-22:30; Sa 09:00-22:30; Su 09:00-22:30",,,"+31 20 422 7772",info@indewaag.nl,"The Waag is a 15th-century building on Nieuwmarkt square in Amsterdam. It was originally a city gate and part of the walls of Amsterdam. The building has also served as a guildhall, museum, fire station and anatomical theatre, among other things. |  | The Waag is the oldest remaining non-religious building in Amsterdam. The building has held rijksmonument status since 1970.The Waag is depicted in Rembrandt's 1632 painting The Anatomy Lesson of Dr. Nicolaes Tulp. The surgeons' guild commissioned this painting for their guildhall in the Waag.",wikipedia,"https://en.wikipedia.org/wiki/Waag,_Amsterdam",wikipedia,385,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383138373831323035.jpg,"{""title"":""Amsterdam, de Oude Waag"",""title_url"":""https://commons.wikimedia.org/wiki/File:Amsterdam,_Nieuw_Markt_Oude_Waag_2007-05-04_12.57.JPG"",""author"":""Michielverbeek"",""author_url"":""http://commons.wikimedia.org/wiki/User:Michielverbeek"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383138373831323036.jpg,"{""title"":""Nieuwe Kerk, Amsterdam"",""title_url"":""https://commons.wikimedia.org/wiki/File:De_Waag.JPG"",""author"":""Lin ChangChih"",""author_url"":null,""other"":null,""license"":""Public domain"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383138373831323035.jpg,"{""title"":""Amsterdam, de Oude Waag"",""title_url"":""https://commons.wikimedia.org/wiki/File:Amsterdam,_Nieuw_Markt_Oude_Waag_2007-05-04_12.57.JPG"",""author"":""Michielverbeek"",""author_url"":""http://commons.wikimedia.org/wiki/User:Michielverbeek"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}"
poi:26645940,Chinatown,,,Chinatown,"Centrum, Amsterdam, Netherlands",0.54974545638352,0.53622083574716,neighbourhood,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3733265,4.9005737,Europe/Amsterdam,"North Holland",Netherlands,destination:neighbourhood,Borough,destination-neighbourhood,sightseeing,District,https://de.wikipedia.org/wiki/Chinatown_(Amsterdam),,,,,,,,,,,,,21588,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383735303638373036.jpg,"{""title"":""Geldersekade aan de kant met de onevennummers, Amsterdam, Noord-Holland (nl:Chinatown_(Amsterdam))"",""title_url"":""https://commons.wikimedia.org/wiki/File:Adamchinatown2.JPG"",""author"":""Helanhuaren"",""author_url"":""http://commons.wikimedia.org/wiki/User:Helanhuaren"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383735303638373036.jpg,"{""title"":""Geldersekade aan de kant met de onevennummers, Amsterdam, Noord-Holland (nl:Chinatown_(Amsterdam))"",""title_url"":""https://commons.wikimedia.org/wiki/File:Adamchinatown2.JPG"",""author"":""Helanhuaren"",""author_url"":""http://commons.wikimedia.org/wiki/User:Helanhuaren"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383735303638373036.jpg,"{""title"":""Geldersekade aan de kant met de onevennummers, Amsterdam, Noord-Holland (nl:Chinatown_(Amsterdam))"",""title_url"":""https://commons.wikimedia.org/wiki/File:Adamchinatown2.JPG"",""author"":""Helanhuaren"",""author_url"":""http://commons.wikimedia.org/wiki/User:Helanhuaren"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0""}"
poi:31694938,Nieuwmarktbuurt,,,Nieuwmarktbuurt,"Centrum, Amsterdam, Netherlands",0.54974545638352,0.53622083574716,neighbourhood,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3720711,4.9023519,Europe/Amsterdam,"North Holland",Netherlands,destination:neighbourhood,Borough,destination-neighbourhood,,District,,,,,,,,,,,,,,111603,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383138373831323035.jpg,"{""title"":""Amsterdam, de Oude Waag"",""title_url"":""https://commons.wikimedia.org/wiki/File:Amsterdam,_Nieuw_Markt_Oude_Waag_2007-05-04_12.57.JPG"",""author"":""Michielverbeek"",""author_url"":""http://commons.wikimedia.org/wiki/User:Michielverbeek"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383138373831323036.jpg,"{""title"":""Nieuwe Kerk, Amsterdam"",""title_url"":""https://commons.wikimedia.org/wiki/File:De_Waag.JPG"",""author"":""Lin ChangChih"",""author_url"":null,""other"":null,""license"":""Public domain"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383138373831323035.jpg,"{""title"":""Amsterdam, de Oude Waag"",""title_url"":""https://commons.wikimedia.org/wiki/File:Amsterdam,_Nieuw_Markt_Oude_Waag_2007-05-04_12.57.JPG"",""author"":""Michielverbeek"",""author_url"":""http://commons.wikimedia.org/wiki/User:Michielverbeek"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}"
poi:22838,"National Monument","National Monument","National Monument","Nationaal Monument","Centrum, Amsterdam, Netherlands",0.5377137127873,0.48080602124613,poi,"poi:27999929|neighbourhood|Centrum,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3728163,4.8936961,Europe/Amsterdam,"North Holland",Netherlands,sightseeing:memorial:war,"War Memorial",sightseeing-memorial,sightseeing,"360° Content|WWII|Obelisk|Wheelchair Accessible|Memorial|Symbol|National Monument|War Memorial|Heritage|View Point",https://en.wikipedia.org/wiki/National_Monument_(Amsterdam),,"Dam, Amsterdam, Netherlands",,,,,,,"This monument was erected after WWII to commemorate the horrible things that happened during that period of time. It was designed by J.J.P. Oud and John Rädecker (who died before the official revelation of the monument and his sons took over his work to finish it in time). Each year on the 4th of May, people gather here to remember the losses they suffered as a nation.  |  | The monument consists of a 22 m tall pillar and several sculptures, representing the Dutch resistance, loyalty, suffering, but also victory and peace. It also contains 7 urns from WWII execution grounds and cemeteries.  |  | In the 1960s and 1970s, it was often visited by hippies, who slept here during the night to celebrate liberty.  |  | This monument is a must-see both for history lovers and ordinary people, to make sure this period of time is adequately acknowledged and never forgotten.",,,,529,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363636.jpg,"{""title"":""Amsterdam, National War Memorial"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam,_Nationaal_Monument_op_de_Dam_RM530906_foto2_2014-01-12_11.19.jpg"",""author"":""Michielverbeek"",""author_url"":""http://commons.wikimedia.org/wiki/User:Michielverbeek"",""other"":null,""license"":""CC BY-SA 3.0 nl"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/nl/deed.en""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363636.jpg,"{""title"":""Amsterdam, National War Memorial"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam,_Nationaal_Monument_op_de_Dam_RM530906_foto2_2014-01-12_11.19.jpg"",""author"":""Michielverbeek"",""author_url"":""http://commons.wikimedia.org/wiki/User:Michielverbeek"",""other"":null,""license"":""CC BY-SA 3.0 nl"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/nl/deed.en""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343932363636.jpg,"{""title"":""Amsterdam, National War Memorial"",""title_url"":""http://commons.wikimedia.org/wiki/File:Amsterdam,_Nationaal_Monument_op_de_Dam_RM530906_foto2_2014-01-12_11.19.jpg"",""author"":""Michielverbeek"",""author_url"":""http://commons.wikimedia.org/wiki/User:Michielverbeek"",""other"":null,""license"":""CC BY-SA 3.0 nl"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/nl/deed.en""}"
poi:20688,Sexmuseum,Sexmuseum,Sexmuseum,"Venustempel Sexmuseum","Amsterdam, Netherlands",0.52718419370295,0.58476942550615,poi,"city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3765814,4.8972748,Europe/Amsterdam,"North Holland",Netherlands,discovering:museum,Museum,discovering-museum,discovering,"Sex|Museum|Erotic Museum",https://en.wikipedia.org/wiki/Sexmuseum_Amsterdam,http://www.sexmuseumamsterdam.nl/index2.html,"Damrak 18,  | 1012 Amsterdam, The Netherlands",,"Mo-Su 09:30-23:30",,"General admission: €5 | (Minimum age 16 years.)","+31 20 622 8376",,"The first museum focused on this topic in the world. It opened in 1985 and immediately became popular among visitors.  |  | If you decide to visit this museum, you are going to learn about the historical practices and rituals tied to sexual intercourse and see various artefacts gathered from all over the world. Each gallery in this establishment bears a different name of a sex symbol - the Casanova Gallery, Fanny Hill Street, Catharina the Great Hall, Oscar Wilde Hall and Marquise de Pompadour Hall. |  | The museum contains various items, mainly pictures, audio recordings, and statues, but also various sex toys used in different time periods. |  | It's one of the most visited museums in The Netherlands, with about 500,000 visitors annually. You can easily get here from the Centraal Station and its location is conveniently close to the Red Lights District.",,,,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832333434323534.jpg,"{""title"":""Sex Museum Amsterdam, 2013"",""title_url"":""http://commons.wikimedia.org/wiki/File:Entrance_Sex_Museum_of_Amsterdam.jpg"",""author"":""PersianDutchNetwork"",""author_url"":""http://commons.wikimedia.org/wiki/User:PersianDutchNetwork"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832333434323534.jpg,"{""title"":""Sex Museum Amsterdam, 2013"",""title_url"":""http://commons.wikimedia.org/wiki/File:Entrance_Sex_Museum_of_Amsterdam.jpg"",""author"":""PersianDutchNetwork"",""author_url"":""http://commons.wikimedia.org/wiki/User:PersianDutchNetwork"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832333434323534.jpg,"{""title"":""Sex Museum Amsterdam, 2013"",""title_url"":""http://commons.wikimedia.org/wiki/File:Entrance_Sex_Museum_of_Amsterdam.jpg"",""author"":""PersianDutchNetwork"",""author_url"":""http://commons.wikimedia.org/wiki/User:PersianDutchNetwork"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}"
poi:20703,"Hash Marihuana & Hemp Museum","Hash Marihuana & Hemp Museum","Hash Marihuana & Hemp Museum","Hash Marihuana & Hemp Museum","Amsterdam, Nederland",0.50732842984401,0.45363649469515,poi,"poi:864|poi|De Wallen,city:16|city|Amsterdam,region:489|state|North Holland,poi:37052598|country|Nederland,continent:1|continent|Europe",52.3717783,4.8969197,Europe/Amsterdam,"North Holland",Nederland,discovering:museum,Museum,discovering-museum,discovering,"Cannabis Museum|Science Museum|Marijuana|Museum|Wheelchair Accessible","https://en.wikipedia.org/wiki/Hash,_Marihuana_&_Hemp_Museum",http://hashmuseum.com/amsterdam,"Oudezijds Achterburgwal 1503,  | 1012 Binnenstad, The Netherlands",,"10:00-22:00; Apr 27 off; Dec 24-25:10:00-18:00; Dec 31:10:00-18:00; Jan1:12:00-22:00",,"Adults: €8.50 | Children (under 13): free","+31 20 624 8926",info@hashmuseum.com,"This museum opened in 1985 and it became the very first museum dedicated to marijuana in the world. It was created as a reaction to the small appreciation of these plants in history books and little to no awareness of the general population considering the history of their usage. Dutch people were one of the most prosperous nations during the 17th century and sailed the whole world, and hemp undoubtedly played a big role in that, since they made the sails and ropes for their ships with it. The founders of this museum stress the importance of these plants and also the versatility and potential uses for them in the future.  |  | The museum owns over 12,000 items related to cannabis. It has a permanent exhibition dedicated to various kinds of pipes, plants in different stages of growth, paintings, clothing, and even showcases the material of the future - biodegradable hemp plastic.  |  | You can also buy souvenirs in the museum's gift shop. There is also a photo booth with various sceneries. Taking pictures without flash is permitted. It is a 4-minute walk away from station Nieuwmarkt, subway lines 51, 53 and 54.",,,,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343933313131.jpg,"{""title"":""Hash Marihuana &amp; Hemp Museum in Amsterdam"",""title_url"":""http://commons.wikimedia.org/wiki/File:Hash_Marihuana_%26_Hemp_Museum_interior.jpg"",""author"":""Didier le Ger"",""author_url"":""http://commons.wikimedia.org/wiki/User:Didier_le_Ger"",""other"":null,""license"":""CC BY-SA 3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832363937313831.jpg,"{""title"":""The Hash, Marihuana and Hemp Museum"",""title_url"":null,""author"":""Karel Stojaspal"",""author_url"":null,""other"":null,""license"":""CC-BY-SA"",""license_url"":""http://creativecommons.org/licenses/by-sa/4.0/""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d3832343933313234.jpg,"{""title"":""Hash Marihuana &amp; Hemp Museum, Oudezijds Achterburg Amsterdam"",""title_url"":""http://commons.wikimedia.org/wiki/File:Marihuanamuseum_Amsterdam.jpg"",""author"":""Hajotthu"",""author_url"":""http://commons.wikimedia.org/wiki/User:Hajotthu"",""other"":null,""license"":""CC BY 3.0"",""license_url"":""http://creativecommons.org/licenses/by/3.0""}"
poi:865,"Science Center NEMO","Science Center NEMO","Science Center NEMO",Nemo,"Amsterdam, Netherlands",0.490583621356,0.50439916089065,poi,"city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3741957,4.912322,Europe/Amsterdam,"North Holland",Netherlands,sightseeing:architecture:modern,"Modern Architecture",sightseeing-architecture-modern,sightseeing|discovering,"Science Museum|Wheelchair Accessible|Science Centre|Science|Museum|Modern Architecture|I Amsterdam City Card|Free Internet Access",https://en.wikipedia.org/wiki/NEMO_(museum),http://www.e-nemo.nl/,"Oosterdok 2  | 1011 VX Amsterdam, Netherlands",,"Tu-Su 10:00-17:30","Closed: King’s Day and certain Mondays - please check the official website for more information.","Adults: €17.50 | Students: €8.75 | Children (under 4): free","+31 20 531 32 33",info@e-nemo.nl,"This centre offers plenty of hands-on science exhibitions. Come here to learn in an interesting and interactive way, which will be appreciated by both children and adults. With its five floors, it's the largest science centre in the Netherlands. |  | The exhibits are focused on different aspects of human life: ""The Machine"" - logistics behind shipping parcels, ""Water World"" - process behind producing clean drinking water, ""Energetica"" - ways of creating electricity using various elements and much more. There are also more conventional exhibitions explaining the history of science and innovations.  |  | This place is only 15 minutes away from the Central station, so you don't need to go by public transport, but in case you want to, you can take the bus 22 or 48 and get off at Kadijksplein.",,,,4218,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d38313034393335353833.jpg,"{""title"":null,""title_url"":null,""author"":""Science Center NEMO"",""author_url"":null,""other"":null,""license"":""All rights reserved"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d38313034393335353833.jpg,"{""title"":null,""title_url"":null,""author"":""Science Center NEMO"",""author_url"":null,""other"":null,""license"":""All rights reserved"",""license_url"":null}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d38313034393335353833.jpg,"{""title"":null,""title_url"":null,""author"":""Science Center NEMO"",""author_url"":null,""other"":null,""license"":""All rights reserved"",""license_url"":null}"
poi:16887790,"A'dam Lookout",,,"A'dam Lookout","Amsterdam, Netherlands",0.46502195719344,0.50618927875698,poi,"poi:31956122|locality|Overhoeks,city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3838593,4.9021022,Europe/Amsterdam,"North Holland",Netherlands,sightseeing:tower,Tower,sightseeing-tower,sightseeing,"360° Content|View Point|Tower|Aerial Views|Swing|I Amsterdam City Card",,https://www.adamlookout.com/,"23N Overhoeksplein, Amsterdam 1031KS, Netherlands",1,"10:00-22:00; Dec 24, 25, 26, 31: 10:00-19:00","Last admission one hour prior to closing time.","Adult: €13,50 | Child: €7,50 |  | 'Over the Edge' Swing: additional €5 (min height 130 cm)","+31 20 242 01 00",info@adamlookout.com,"This is the place to go if you want to enjoy a 360-degree view of the whole city. Apart from the splendid panorama, you can also try Europe's highest swing 'Over the Edge' or visit a sky bar.",,,,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383334353033303739.jpg,"{""title"":""A'dam Lookout"",""title_url"":null,""author"":""Vera De Sousa Fava"",""author_url"":null,""other"":null,""license"":""CC-BY-SA"",""license_url"":""http://creativecommons.org/licenses/by/4.0/""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383530303031383737.jpg,"{""title"":""A'dam Lookout"",""title_url"":null,""author"":""Carolina Attolini"",""author_url"":null,""other"":null,""license"":""CC-BY-SA"",""license_url"":""http://creativecommons.org/licenses/by/4.0/""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d38313136343331303733.jpg,"{""title"":""A'dam Lookout"",""title_url"":null,""author"":""Sygic Travel User"",""author_url"":null,""other"":null,""license"":""CC-BY-SA"",""license_url"":""http://creativecommons.org/licenses/by/4.0/""}"
poi:823,"Rembrandt House","Rembrandt House","Rembrandt House",Rembrandthuis,"Amsterdam, Netherlands",0.43716519698311,0.44947639694817,poi,"city:16|city|Amsterdam,region:489|state|North Holland,country:16|country|Netherlands,continent:1|continent|Europe",52.3693004,4.9013307,Europe/Amsterdam,"North Holland",Netherlands,discovering:gallery:art,"Art Gallery",discovering-gallery-art,discovering,"Amsterdam Holland Pass|Rembrandt|Art Museum|Historic House Museum|Biographical Museum|Art Gallery|Museum|I Amsterdam City Card",https://en.wikipedia.org/wiki/Rembrandt_House_Museum,https://www.rembrandthuis.nl/,"Jodenbreestraat 4, | 1011 NK Amsterdam, Netherlands",,"Mo-Su 10:00-18:00; Apr 27, Dec 25 off",,"Adults: €14 | Children (6-17): €5 | Children (under 6): free | ISIC card holders: €10 |  | All prices include the museum's audio guide. Tickets available online.","+31 20 520 0400 ‎",museum@rembrandthuis.nl,"In the very heart of Amsterdam lies the house where Rembrandt lived and created his masterpieces. It was recently converted into a museum shedding some light on his life and curiosities that happened to him.  |  | The house furniture looks exactly like it would have looked during his period of time, and you can see his (almost complete) collection of etchings and objects he gathered all around the world, all in one place. Nowadays, the museum also serves as a gallery for new artists inspired by him.  |  | Aside from permanent exhibitions, you can look forward to the temporary ones too, as they often contain priceless paintings that you can rarely see elsewhere.  |  | Warning - only the new part of the building (where the exhibition room is) is accessible to people on wheelchairs and the admission in these cases is lower.",,,,0,https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383633313330.jpg,"{""title"":""Rembrandthuis"",""title_url"":""http://commons.wikimedia.org/wiki/File:Rembrandshuis.jpg"",""author"":""43, 17 October 2006"",""author_url"":null,""other"":null,""license"":""CC-BY-SA-3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383633313330.jpg,"{""title"":""Rembrandthuis"",""title_url"":""http://commons.wikimedia.org/wiki/File:Rembrandshuis.jpg"",""author"":""43, 17 October 2006"",""author_url"":null,""other"":null,""license"":""CC-BY-SA-3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/""}",https://media-cdn.sygictraveldata.com/media/612664395a40232133447d33247d383633313330.jpg,"{""title"":""Rembrandthuis"",""title_url"":""http://commons.wikimedia.org/wiki/File:Rembrandshuis.jpg"",""author"":""43, 17 October 2006"",""author_url"":null,""other"":null,""license"":""CC-BY-SA-3.0"",""license_url"":""http://creativecommons.org/licenses/by-sa/3.0/""}"
